transactionID,customerID,franchiseID,dateTime,product,quantity,unitPrice,totalPrice,paymentMethod,cardNumber
2001921,1000075,3000047,2024-05-14T18:24:01.486Z,Pearly Pies,40,3,120,visa,4136664097685632
2001926,1000061,3000047,2024-05-06T23:40:21.971Z,Austin Almond Biscotti,36,3,108,amex,371936566637829
2001933,1000004,3000047,2024-05-13T14:15:39.212Z,Austin Almond Biscotti,16,3,48,amex,373990517874641
2001960,1000031,3000047,2024-05-02T10:17:42.851Z,Outback Oatmeal,20,3,60,visa,4119792413963812
2000032,1000020,3000047,2024-05-12T09:28:27.189Z,Tokyo Tidbits,12,3,36,visa,4193044984593712
2000110,1000054,3000047,2024-05-10T12:57:32.696Z,Austin Almond Biscotti,12,3,36,amex,374210995172460
2000210,1000084,3000047,2024-05-10T18:23:24.732Z,Tokyo Tidbits,4,3,12,amex,349858490487874
2000241,1000139,3000047,2024-05-14T11:52:07.945Z,Outback Oatmeal,28,3,84,amex,379418080613653
2000243,1000215,3000047,2024-05-15T20:31:43.412Z,Outback Oatmeal,32,3,96,amex,345077120760097
2000295,1000174,3000047,2024-05-06T09:10:28.339Z,Outback Oatmeal,12,3,36,visa,4751590407568073
2000299,1000080,3000047,2024-05-05T11:32:48.287Z,Austin Almond Biscotti,8,3,24,mastercard,2720851852819714
2000359,1000260,3000047,2024-05-01T11:42:42.342Z,Golden Gate Ginger,4,3,12,mastercard,2706418358353982
2000364,1000089,3000047,2024-05-06T12:05:06.468Z,Pearly Pies,12,3,36,amex,378005039788206
2000387,1000116,3000047,2024-05-06T21:16:51.627Z,Golden Gate Ginger,32,3,96,mastercard,2573670294448256
2000850,1000030,3000047,2024-05-03T19:01:55.993Z,Golden Gate Ginger,24,3,72,amex,377961718885518
2000864,1000290,3000047,2024-05-06T20:46:49.240Z,Golden Gate Ginger,4,3,12,amex,374259822011664
2000868,1000181,3000047,2024-05-07T01:58:53.938Z,Pearly Pies,36,3,108,visa,4785313234942308
2000884,1000297,3000047,2024-05-07T05:35:21.903Z,Pearly Pies,28,3,84,mastercard,5590593428535404
2000922,1000057,3000047,2024-05-10T02:51:04.764Z,Outback Oatmeal,16,3,48,mastercard,2720543524399643
2000987,1000261,3000047,2024-05-05T14:02:28.756Z,Golden Gate Ginger,20,3,60,mastercard,5356140205116349
2001000,1000152,3000047,2024-05-02T12:55:43.803Z,Orchard Oasis,20,3,60,amex,344476712784922
2001133,1000032,3000047,2024-05-09T12:15:54.222Z,Tokyo Tidbits,36,3,108,amex,345684154885292
2001165,1000206,3000047,2024-05-07T13:43:18.143Z,Austin Almond Biscotti,24,3,72,mastercard,5436125534828684
2001197,1000264,3000047,2024-05-08T09:54:13.686Z,Orchard Oasis,40,3,120,visa,4566822427659581
2002341,1000007,3000047,2024-05-05T02:26:26.055Z,Orchard Oasis,40,3,120,mastercard,2706934717277308
2002345,1000179,3000047,2024-05-06T01:21:03.983Z,Austin Almond Biscotti,40,3,120,amex,373949519201575
2002387,1000102,3000047,2024-05-07T08:03:34.255Z,Tokyo Tidbits,36,3,108,visa,4639641000636292
2002395,1000172,3000047,2024-05-12T04:08:40.286Z,Orchard Oasis,40,3,120,amex,371514666820247
2002580,1000029,3000047,2024-05-04T13:04:26.190Z,Golden Gate Ginger,36,3,108,amex,348165387579669
2002628,1000243,3000047,2024-05-10T22:59:58.211Z,Outback Oatmeal,32,3,96,mastercard,2720365188966917
2002632,1000038,3000047,2024-05-09T04:35:38.161Z,Pearly Pies,28,3,84,visa,4980935709447380
2002637,1000160,3000047,2024-05-14T21:20:15.339Z,Tokyo Tidbits,4,3,12,amex,348574259308158
2002714,1000104,3000047,2024-05-06T09:02:42.944Z,Golden Gate Ginger,36,3,108,visa,4962084078552439
2002760,1000037,3000047,2024-05-03T08:43:18.829Z,Orchard Oasis,12,3,36,amex,342156403154187
2002827,1000045,3000047,2024-05-02T15:14:30.165Z,Golden Gate Ginger,36,3,108,mastercard,2667732657691521
2002896,1000262,3000047,2024-05-06T12:58:22.588Z,Orchard Oasis,20,3,60,mastercard,2272102709189840
2000477,1000230,3000047,2024-05-03T07:25:47.808Z,Tokyo Tidbits,8,3,24,amex,348175805856953
2000580,1000172,3000047,2024-05-13T00:56:10.259Z,Austin Almond Biscotti,16,3,48,mastercard,2294068662295870
2000615,1000149,3000047,2024-05-02T12:20:22.889Z,Tokyo Tidbits,24,3,72,amex,370318833512773
2000818,1000157,3000047,2024-05-03T04:02:23.812Z,Golden Gate Ginger,16,3,48,visa,4889028877090216
2003010,1000173,3000046,2024-05-12T19:09:45.421Z,Golden Gate Ginger,36,3,108,amex,341952704286715
2003019,1000229,3000046,2024-05-11T23:32:18.601Z,Austin Almond Biscotti,42,3,126,amex,344786409529392
2003194,1000073,3000046,2024-05-05T05:10:36.363Z,Outback Oatmeal,54,3,162,visa,4013073725476000
2003201,1000211,3000046,2024-05-03T09:08:32.004Z,Tokyo Tidbits,30,3,90,visa,4553461083307238
2003222,1000079,3000046,2024-05-08T10:19:49.723Z,Outback Oatmeal,36,3,108,amex,344724568401996
2003230,1000248,3000046,2024-05-04T04:37:49.340Z,Orchard Oasis,54,3,162,mastercard,2703868922655135
2003290,1000104,3000046,2024-05-14T03:35:16.710Z,Pearly Pies,18,3,54,amex,343548993801103
2001320,1000179,3000046,2024-05-10T01:06:30.569Z,Austin Almond Biscotti,60,3,180,mastercard,5125775112585498
2001336,1000112,3000046,2024-05-09T21:28:46.099Z,Golden Gate Ginger,36,3,108,mastercard,5306039317369435
2001433,1000112,3000046,2024-05-04T11:19:24.671Z,Outback Oatmeal,48,3,144,mastercard,2283035585602436
2001476,1000128,3000046,2024-05-15T14:44:01.852Z,Orchard Oasis,36,3,108,amex,342415432985908
2001527,1000202,3000046,2024-05-03T09:59:23.537Z,Austin Almond Biscotti,54,3,162,visa,4926399592619711
2001618,1000095,3000046,2024-05-07T09:35:12.270Z,Austin Almond Biscotti,48,3,144,visa,4460583694299801
2001642,1000176,3000046,2024-05-11T10:55:05.485Z,Pearly Pies,42,3,126,amex,345927914081482
2001757,1000074,3000046,2024-05-17T05:05:50.599Z,Outback Oatmeal,36,3,108,visa,4116742726867898
2001763,1000293,3000046,2024-05-07T13:24:01.488Z,Tokyo Tidbits,18,3,54,amex,342123549511480
2001783,1000111,3000046,2024-05-14T04:06:11.185Z,Pearly Pies,60,3,180,visa,4379661743943312
2001883,1000038,3000046,2024-05-16T13:45:08.684Z,Pearly Pies,36,3,108,visa,4908041741524804
2001925,1000006,3000046,2024-05-12T09:44:12.815Z,Golden Gate Ginger,54,3,162,mastercard,5521203935742741
2002065,1000067,3000046,2024-05-05T04:17:49.162Z,Outback Oatmeal,60,3,180,mastercard,2251188877968458
2000028,1000133,3000046,2024-05-06T17:42:50.020Z,Golden Gate Ginger,18,3,54,visa,4290040535079484
2000029,1000165,3000046,2024-05-12T02:50:09.345Z,Golden Gate Ginger,12,3,36,visa,4219710538265771
2000040,1000251,3000046,2024-05-02T21:05:43.305Z,Tokyo Tidbits,12,3,36,amex,345802351615235
2000044,1000289,3000046,2024-05-14T03:41:43.418Z,Outback Oatmeal,60,3,180,visa,4923910526358334
2000062,1000169,3000046,2024-05-11T23:51:00.978Z,Golden Gate Ginger,12,3,36,amex,375949715977935
2000119,1000248,3000046,2024-05-01T07:41:49.796Z,Orchard Oasis,42,3,126,mastercard,2228558772535539
2000157,1000259,3000046,2024-05-13T09:57:22.242Z,Austin Almond Biscotti,12,3,36,mastercard,5157831198491894
2000235,1000134,3000046,2024-05-09T21:56:29.873Z,Orchard Oasis,60,3,180,amex,349775955871980
2000260,1000040,3000046,2024-05-06T08:16:06.833Z,Orchard Oasis,12,3,36,amex,377532474539845
2000307,1000207,3000046,2024-05-12T17:25:06.726Z,Golden Gate Ginger,60,3,180,amex,379066090640099
2000347,1000170,3000046,2024-05-16T14:26:06.501Z,Golden Gate Ginger,36,3,108,visa,4419111705439463
2000351,1000062,3000046,2024-05-06T18:13:40.110Z,Austin Almond Biscotti,24,3,72,mastercard,2278528934370595
2000369,1000150,3000046,2024-05-02T22:44:53.240Z,Austin Almond Biscotti,42,3,126,amex,370396184867905
2000399,1000241,3000046,2024-05-06T15:35:30.080Z,Outback Oatmeal,18,3,54,amex,349830748290459
2000843,1000023,3000046,2024-05-03T08:21:19.141Z,Austin Almond Biscotti,60,3,180,amex,378435482017193
2000854,1000042,3000046,2024-05-06T10:16:21.969Z,Golden Gate Ginger,42,3,126,amex,349488310645459
2000860,1000132,3000046,2024-05-07T12:49:37.628Z,Outback Oatmeal,18,3,54,mastercard,2245274512671852
2001024,1000237,3000046,2024-05-12T17:45:42.703Z,Golden Gate Ginger,54,3,162,amex,345843459777063
2001065,1000055,3000046,2024-05-04T13:50:14.519Z,Orchard Oasis,30,3,90,visa,4658334686262262
2001090,1000057,3000046,2024-05-09T15:59:41.881Z,Pearly Pies,42,3,126,amex,378681518766432
2001182,1000099,3000046,2024-05-02T15:03:04.494Z,Orchard Oasis,36,3,108,mastercard,2291242624923639
2001194,1000229,3000046,2024-05-05T05:54:12.273Z,Golden Gate Ginger,42,3,126,amex,342511414755663
2001202,1000275,3000046,2024-05-04T23:22:18.447Z,Tokyo Tidbits,24,3,72,amex,375355841861698
2001211,1000243,3000046,2024-05-01T13:46:42.272Z,Golden Gate Ginger,36,3,108,amex,378974831741889
2001228,1000112,3000046,2024-05-10T09:51:38.763Z,Austin Almond Biscotti,60,3,180,amex,378494831928253
2001229,1000141,3000046,2024-05-12T23:30:04.431Z,Orchard Oasis,30,3,90,mastercard,5375874030416022
2002086,1000223,3000046,2024-05-11T07:50:12.321Z,Outback Oatmeal,6,3,18,mastercard,2620077119843237
2002260,1000084,3000046,2024-05-01T17:58:38.870Z,Outback Oatmeal,24,3,72,visa,4093859072331720
2002320,1000218,3000046,2024-05-14T13:02:39.300Z,Pearly Pies,48,3,144,amex,345524221825519
2002337,1000021,3000046,2024-05-01T02:32:45.013Z,Austin Almond Biscotti,30,3,90,amex,343545779513050
2002518,1000249,3000046,2024-05-03T23:15:15.040Z,Orchard Oasis,60,3,180,mastercard,2221125445129665
2002618,1000267,3000046,2024-05-01T09:29:48.936Z,Pearly Pies,6,3,18,amex,374786900521339
2002722,1000219,3000046,2024-05-01T13:32:19.185Z,Tokyo Tidbits,54,3,162,mastercard,2577401569666869
2002734,1000285,3000046,2024-05-07T17:48:53.229Z,Orchard Oasis,12,3,36,visa,4215005835745656
2002781,1000199,3000046,2024-05-05T03:52:44.264Z,Outback Oatmeal,6,3,18,mastercard,2288351224014874
2002852,1000146,3000046,2024-05-05T01:25:05.755Z,Orchard Oasis,30,3,90,visa,4556095264742834
2000442,1000118,3000046,2024-05-13T04:25:25.948Z,Golden Gate Ginger,12,3,36,visa,4230896816389154
2000461,1000134,3000046,2024-05-02T12:18:54.772Z,Orchard Oasis,54,3,162,mastercard,2720429625647546
2000574,1000000,3000046,2024-05-02T08:56:38.464Z,Tokyo Tidbits,36,3,108,visa,4125395481126619
2000616,1000205,3000046,2024-05-06T02:24:13.350Z,Golden Gate Ginger,24,3,72,visa,4346017052783718
2000716,1000131,3000046,2024-05-13T18:10:45.011Z,Pearly Pies,18,3,54,amex,346412685756405
2000765,1000107,3000046,2024-05-12T15:11:06.352Z,Tokyo Tidbits,30,3,90,mastercard,2288910134258226
2000768,1000233,3000046,2024-05-01T07:45:54.613Z,Austin Almond Biscotti,12,3,36,visa,4889837366983255
2002918,1000066,3000014,2024-05-09T07:34:29.756Z,Golden Gate Ginger,1,3,3,mastercard,2662172855432474
2002972,1000073,3000014,2024-05-05T07:47:37.069Z,Tokyo Tidbits,1,3,3,mastercard,2299022983474859
2002989,1000059,3000014,2024-05-13T09:06:07.464Z,Golden Gate Ginger,1,3,3,amex,348322972857550
2003064,1000208,3000014,2024-05-05T21:30:24.097Z,Pearly Pies,1,3,3,mastercard,2438051989472114
2003113,1000186,3000014,2024-05-15T05:14:33.713Z,Outback Oatmeal,1,3,3,mastercard,2640923489914262
2003131,1000142,3000014,2024-05-04T16:19:32.775Z,Austin Almond Biscotti,1,3,3,visa,4672830672567772
2003151,1000260,3000014,2024-05-10T10:24:56.855Z,Outback Oatmeal,1,3,3,mastercard,5177762742702070
2003225,1000105,3000014,2024-05-03T22:39:02.421Z,Tokyo Tidbits,1,3,3,mastercard,2224751615852997
2003236,1000234,3000014,2024-05-16T21:56:11.134Z,Orchard Oasis,1,3,3,amex,348910581883148
2003244,1000112,3000014,2024-05-01T05:22:16.193Z,Pearly Pies,1,3,3,amex,345299353548607
2003262,1000056,3000014,2024-05-08T03:25:14.903Z,Golden Gate Ginger,1,3,3,mastercard,2410368218446046
2003296,1000121,3000014,2024-05-01T16:31:52.062Z,Outback Oatmeal,1,3,3,mastercard,2460046289832406
2001308,1000132,3000014,2024-05-09T21:32:05.558Z,Golden Gate Ginger,1,3,3,amex,373295816553148
2001430,1000285,3000014,2024-05-07T16:03:52.953Z,Golden Gate Ginger,1,3,3,visa,4861243333419642
2001465,1000159,3000014,2024-05-10T02:37:30.333Z,Orchard Oasis,1,3,3,amex,378514774307239
2001503,1000249,3000014,2024-05-07T00:48:24.055Z,Tokyo Tidbits,1,3,3,mastercard,2231964971497288
2001573,1000277,3000014,2024-05-14T16:25:18.974Z,Austin Almond Biscotti,1,3,3,mastercard,5348936749520016
2001582,1000039,3000014,2024-05-15T21:18:56.512Z,Outback Oatmeal,1,3,3,visa,4111694598303590
2001612,1000084,3000014,2024-05-15T12:52:13.077Z,Golden Gate Ginger,1,3,3,amex,349521558463233
2001689,1000092,3000014,2024-05-02T04:31:30.485Z,Outback Oatmeal,1,3,3,visa,4620306463426505
2001852,1000029,3000014,2024-05-16T22:19:10.840Z,Orchard Oasis,1,3,3,amex,345594946821390
2001856,1000044,3000014,2024-05-13T04:53:37.609Z,Orchard Oasis,1,3,3,mastercard,2445182900052379
2001892,1000124,3000014,2024-05-08T18:36:25.356Z,Tokyo Tidbits,1,3,3,mastercard,2451267835047437
2001937,1000103,3000014,2024-05-01T01:54:46.267Z,Austin Almond Biscotti,1,3,3,mastercard,2249596087438390
2001974,1000145,3000014,2024-05-14T00:14:07.963Z,Pearly Pies,1,3,3,visa,4902809012099938
2001987,1000131,3000014,2024-05-04T21:48:01.949Z,Pearly Pies,1,3,3,amex,345764336480715
2001988,1000115,3000014,2024-05-09T02:55:59.490Z,Austin Almond Biscotti,1,3,3,visa,4551699708358159
2002006,1000005,3000014,2024-05-06T09:44:57.451Z,Tokyo Tidbits,1,3,3,amex,343162796847345
2002013,1000000,3000014,2024-05-08T22:43:59.766Z,Tokyo Tidbits,1,3,3,mastercard,2277290657144035
2000046,1000189,3000014,2024-05-02T18:21:10.337Z,Golden Gate Ginger,1,3,3,visa,4854500160375208
2000089,1000065,3000014,2024-05-08T05:44:56.619Z,Pearly Pies,1,3,3,mastercard,2445384113545757
2000163,1000057,3000014,2024-05-13T19:55:55.178Z,Orchard Oasis,1,3,3,visa,4178861729069131
2000365,1000218,3000014,2024-05-17T00:22:18.637Z,Austin Almond Biscotti,1,3,3,visa,4771588358718404
2000390,1000086,3000014,2024-05-17T00:46:22.431Z,Outback Oatmeal,1,3,3,mastercard,2247475141258064
2000401,1000166,3000014,2024-05-16T18:00:12.916Z,Golden Gate Ginger,1,3,3,amex,344509196367804
2000885,1000100,3000014,2024-05-03T23:16:50.592Z,Pearly Pies,1,3,3,mastercard,2714336718302053
2000972,1000055,3000014,2024-05-12T05:18:02.470Z,Tokyo Tidbits,1,3,3,visa,4812272579929733
2000999,1000091,3000014,2024-05-02T17:31:40.578Z,Orchard Oasis,1,3,3,amex,378107992604519
2001005,1000025,3000014,2024-05-06T10:17:15.398Z,Orchard Oasis,1,3,3,mastercard,2314133951044169
2001081,1000150,3000014,2024-05-09T21:04:48.902Z,Outback Oatmeal,1,3,3,amex,373924324317825
2001094,1000185,3000014,2024-05-06T00:05:48.623Z,Outback Oatmeal,1,3,3,visa,4270966302172488
2001109,1000074,3000014,2024-05-02T01:04:18.038Z,Golden Gate Ginger,1,3,3,visa,4562479878380409
2001126,1000219,3000014,2024-05-08T16:46:43.091Z,Tokyo Tidbits,1,3,3,amex,342923180526758
2001148,1000052,3000014,2024-05-05T23:39:28.390Z,Golden Gate Ginger,1,3,3,amex,370753993632807
2001213,1000244,3000014,2024-05-11T20:10:05.208Z,Outback Oatmeal,1,3,3,visa,4849865677555990
2001245,1000008,3000014,2024-05-16T12:08:39.935Z,Outback Oatmeal,1,3,3,amex,370035045764857
2002254,1000206,3000014,2024-05-11T21:30:17.803Z,Tokyo Tidbits,1,3,3,amex,341271419099937
2002369,1000293,3000014,2024-05-02T11:52:59.556Z,Pearly Pies,1,3,3,amex,373479933586716
2002377,1000230,3000014,2024-05-08T06:10:15.255Z,Pearly Pies,1,3,3,mastercard,2243714290521300
2002463,1000067,3000014,2024-05-03T10:07:28.588Z,Austin Almond Biscotti,1,3,3,visa,4747082556725537
2002475,1000087,3000014,2024-05-01T03:39:25.226Z,Outback Oatmeal,1,3,3,mastercard,5413877984675836
2002487,1000008,3000014,2024-05-17T05:11:34.488Z,Pearly Pies,1,3,3,mastercard,5502703839264489
2002511,1000052,3000014,2024-05-09T07:31:37.529Z,Outback Oatmeal,1,3,3,amex,347403186499099
2002522,1000181,3000014,2024-05-14T17:12:20.387Z,Pearly Pies,1,3,3,mastercard,2518594618466737
2002525,1000019,3000014,2024-05-06T16:41:40.718Z,Austin Almond Biscotti,1,3,3,mastercard,2251435975240110
2002645,1000018,3000014,2024-05-03T19:00:03.598Z,Tokyo Tidbits,1,3,3,visa,4996450118956619
2002646,1000188,3000014,2024-05-14T18:34:19.497Z,Austin Almond Biscotti,1,3,3,visa,4525239111849370
2002688,1000016,3000014,2024-05-14T05:27:04.393Z,Pearly Pies,1,3,3,amex,347641723035567
2002732,1000080,3000014,2024-05-13T11:24:35.419Z,Pearly Pies,1,3,3,amex,341577839239220
2002761,1000225,3000014,2024-05-02T16:54:44.478Z,Outback Oatmeal,1,3,3,visa,4882574739609468
2002886,1000004,3000014,2024-05-10T16:02:56.655Z,Pearly Pies,1,3,3,amex,343772669886525
2000426,1000274,3000014,2024-05-08T07:17:10.213Z,Outback Oatmeal,1,3,3,amex,376499410947683
2000449,1000085,3000014,2024-05-08T07:36:57.399Z,Orchard Oasis,1,3,3,visa,4060035398025002
2000506,1000146,3000014,2024-05-13T15:21:11.164Z,Outback Oatmeal,1,3,3,mastercard,2682824781644327
2000513,1000267,3000014,2024-05-04T20:54:29.724Z,Tokyo Tidbits,1,3,3,mastercard,2258273765637861
2000548,1000003,3000014,2024-05-17T10:55:23.547Z,Orchard Oasis,1,3,3,mastercard,2651409739436807
2000584,1000265,3000014,2024-05-12T18:06:41.977Z,Outback Oatmeal,1,3,3,amex,374871713363614
2000591,1000126,3000014,2024-05-11T16:37:10.502Z,Orchard Oasis,1,3,3,mastercard,2263262881563716
2000608,1000064,3000014,2024-05-09T17:25:29.200Z,Pearly Pies,1,3,3,visa,4653012283447057
2000699,1000020,3000014,2024-05-11T20:37:34.063Z,Austin Almond Biscotti,1,3,3,visa,4760943054618296
2000723,1000211,3000014,2024-05-03T19:16:07.610Z,Tokyo Tidbits,1,3,3,mastercard,2284176831135232
2000780,1000070,3000014,2024-05-13T00:56:24.864Z,Golden Gate Ginger,1,3,3,mastercard,2700226958713455
2000805,1000050,3000014,2024-05-05T15:19:12.748Z,Golden Gate Ginger,1,3,3,amex,346071294442177
2000808,1000021,3000014,2024-05-04T06:29:32.441Z,Golden Gate Ginger,1,3,3,amex,349293294507786
2000810,1000021,3000014,2024-05-08T00:51:11.985Z,Golden Gate Ginger,1,3,3,mastercard,2720090193471279
2002932,1000187,3000020,2024-05-09T11:44:16.687Z,Tokyo Tidbits,1,3,3,mastercard,5257915888161252
2002948,1000213,3000020,2024-05-16T00:22:26.081Z,Outback Oatmeal,1,3,3,mastercard,2251267009475911
2002994,1000173,3000020,2024-05-17T09:39:06.651Z,Tokyo Tidbits,1,3,3,mastercard,2287757604753967
2003034,1000187,3000020,2024-05-12T00:59:55.035Z,Pearly Pies,1,3,3,visa,4580427535235282
2003047,1000202,3000020,2024-05-15T09:14:52.703Z,Austin Almond Biscotti,1,3,3,visa,4646609556079390
2003276,1000263,3000020,2024-05-01T09:11:26.684Z,Outback Oatmeal,1,3,3,mastercard,2668485495877088
2001281,1000226,3000020,2024-05-04T22:01:29.977Z,Tokyo Tidbits,1,3,3,visa,4101280664978838
2001371,1000221,3000020,2024-05-10T14:54:02.647Z,Austin Almond Biscotti,1,3,3,amex,340529711946175
2001431,1000229,3000020,2024-05-13T10:05:39.979Z,Tokyo Tidbits,1,3,3,visa,4623023182316191
2001613,1000249,3000020,2024-05-01T09:56:58.430Z,Orchard Oasis,1,3,3,mastercard,2283255533057315
2001635,1000255,3000020,2024-05-06T14:39:51.182Z,Tokyo Tidbits,1,3,3,amex,375154353397567
2001673,1000250,3000020,2024-05-03T12:24:06.230Z,Outback Oatmeal,1,3,3,visa,4572810740422797
2001718,1000124,3000020,2024-05-16T10:23:27.582Z,Golden Gate Ginger,1,3,3,amex,343531514009612
2001806,1000113,3000020,2024-05-05T00:49:13.543Z,Orchard Oasis,1,3,3,mastercard,5424117956892490
2002012,1000200,3000020,2024-05-14T03:45:50.060Z,Tokyo Tidbits,1,3,3,amex,370859885584897
2002017,1000128,3000020,2024-05-06T02:05:15.031Z,Pearly Pies,1,3,3,amex,379270160136463
2002069,1000286,3000020,2024-05-14T00:23:40.739Z,Tokyo Tidbits,1,3,3,amex,344575200166953
2002075,1000216,3000020,2024-05-17T00:48:05.390Z,Orchard Oasis,1,3,3,mastercard,2296257482112666
2000033,1000247,3000020,2024-05-05T15:48:11.904Z,Outback Oatmeal,1,3,3,mastercard,2232512972940704
2000076,1000084,3000020,2024-05-05T00:23:01.313Z,Outback Oatmeal,1,3,3,mastercard,5218380428371440
2000101,1000189,3000020,2024-05-04T20:12:53.183Z,Austin Almond Biscotti,1,3,3,amex,376090616942469
2000118,1000144,3000020,2024-05-10T11:14:00.531Z,Orchard Oasis,1,3,3,mastercard,2275497581328905
2000173,1000025,3000020,2024-05-17T10:43:05.688Z,Austin Almond Biscotti,1,3,3,visa,4516748847945352
2000209,1000177,3000020,2024-05-03T13:59:18.042Z,Golden Gate Ginger,1,3,3,mastercard,2655624262941587
2000224,1000109,3000020,2024-05-09T03:49:57.326Z,Golden Gate Ginger,1,3,3,amex,372815362627250
2000233,1000174,3000020,2024-05-06T06:14:11.981Z,Golden Gate Ginger,1,3,3,mastercard,2224280917511747
2000385,1000229,3000020,2024-05-03T03:21:39.211Z,Tokyo Tidbits,1,3,3,amex,372495048263521
2000839,1000094,3000020,2024-05-01T15:19:52.321Z,Orchard Oasis,1,3,3,mastercard,2257397419075599
2000852,1000137,3000020,2024-05-08T09:03:14.906Z,Tokyo Tidbits,1,3,3,mastercard,2286246223027194
2000899,1000283,3000020,2024-05-17T09:42:46.391Z,Tokyo Tidbits,1,3,3,amex,349656025939595
2000976,1000076,3000020,2024-05-02T19:41:05.022Z,Outback Oatmeal,1,3,3,amex,376070543989189
2001061,1000076,3000020,2024-05-03T00:30:02.758Z,Outback Oatmeal,1,3,3,amex,347825768514889
2001079,1000029,3000020,2024-05-10T20:30:42.788Z,Tokyo Tidbits,1,3,3,amex,377791044266517
2001220,1000269,3000020,2024-05-08T16:18:35.407Z,Pearly Pies,1,3,3,amex,376533779574280
2001240,1000298,3000020,2024-05-14T08:25:43.155Z,Tokyo Tidbits,1,3,3,visa,4954043655720462
2002152,1000199,3000020,2024-05-01T06:12:03.447Z,Austin Almond Biscotti,1,3,3,visa,4813099728706269
2002181,1000256,3000020,2024-05-08T02:49:29.739Z,Golden Gate Ginger,1,3,3,amex,376607291474904
2002187,1000147,3000020,2024-05-13T15:14:45.346Z,Orchard Oasis,1,3,3,amex,342063802434840
2002228,1000253,3000020,2024-05-05T10:13:00.341Z,Pearly Pies,1,3,3,visa,4566814252799376
2002241,1000121,3000020,2024-05-04T14:48:53.915Z,Austin Almond Biscotti,1,3,3,visa,4156408609000343
2002247,1000035,3000020,2024-05-13T03:00:26.401Z,Pearly Pies,1,3,3,amex,374704557032039
2002348,1000002,3000020,2024-05-14T13:17:30.623Z,Outback Oatmeal,1,3,3,amex,377144871679503
2002374,1000292,3000020,2024-05-03T03:08:11.446Z,Pearly Pies,1,3,3,mastercard,2720873187258715
2002381,1000011,3000020,2024-05-14T19:14:51.320Z,Orchard Oasis,1,3,3,mastercard,2234099308354840
2002397,1000021,3000020,2024-05-14T11:39:18.253Z,Golden Gate Ginger,1,3,3,mastercard,2708039691611593
2002442,1000279,3000020,2024-05-10T16:54:58.620Z,Orchard Oasis,1,3,3,visa,4709066902636387
2002448,1000144,3000020,2024-05-15T17:32:10.014Z,Tokyo Tidbits,1,3,3,amex,341975514775569
2002468,1000220,3000020,2024-05-06T08:16:19.620Z,Golden Gate Ginger,1,3,3,visa,4460634850483026
2002552,1000170,3000020,2024-05-11T17:03:30.222Z,Orchard Oasis,1,3,3,mastercard,5289099745346232
2002695,1000271,3000020,2024-05-09T20:11:50.782Z,Golden Gate Ginger,1,3,3,visa,4295246553918348
2002716,1000196,3000020,2024-05-04T23:41:51.460Z,Golden Gate Ginger,1,3,3,amex,375618494172758
2002787,1000275,3000020,2024-05-07T14:14:21.725Z,Orchard Oasis,1,3,3,amex,370812949551873
